,Zipcode,FoodStamp,WithHealthCoverage,WithPrivateInsurance,Withpubliccoverage,Nohealthinsurancecoverage,BelowPovertyLevel
477,02723,35.4,92.4,67.5,28.7,7.6,5.8
478,02724,32.1,90.3,70.6,23.8,9.7,5.1
479,02725,8.8,90.7,78.0,13.6,9.3,5.2
480,02726,9.3,95.1,84.9,12.8,4.9,2.7
481,02738,8.2,98.7,92.9,6.6,1.3,2.2
482,02739,4.9,92.9,87.8,11.0,7.1,4.0
483,02740,28.6,91.9,71.6,25.0,8.1,2.4
484,02743,6.9,92.4,85.9,8.8,7.6,1.1
485,02744,31.6,84.5,61.2,26.7,15.5,5.2
486,02745,14.4,94.6,81.3,16.6,5.4,2.1
487,02746,40.0,86.3,51.7,38.0,13.7,5.2
488,02747,7.2,97.6,90.8,9.1,2.4,1.6
489,02748,6.1,98.2,91.0,10.9,1.8,2.4
490,02760,7.2,97.7,92.4,8.7,2.3,1.5
491,02762,7.2,96.7,92.5,7.4,3.3,2.4
492,02763,4.9,100.0,94.8,8.5,0.0,9.2
493,02764,6.3,95.3,90.7,7.9,4.7,1.8
494,02766,7.4,97.8,92.5,7.4,2.2,1.4
495,02767,10.5,96.7,93.3,5.7,3.3,2.7
496,02769,3.5,98.5,92.7,9.2,1.5,2.0
497,02770,3.8,98.6,92.6,7.6,1.4,3.4
498,02771,10.5,97.5,92.4,6.6,2.5,2.6
499,02777,4.7,96.2,89.6,9.5,3.8,2.5
500,02779,8.4,93.7,89.6,7.8,6.3,2.7
501,02780,19.1,94.5,84.7,13.4,5.5,2.1
502,02790,5.9,97.1,91.8,8.9,2.9,1.0
503,02791,0.0,100.0,100.0,0.0,0.0,46.4
504,02802,9.9,90.6,90.6,0.0,9.4,12.7
505,02804,2.7,88.2,84.9,4.6,11.8,7.3
506,02806,2.1,95.9,93.9,2.8,4.1,1.0
507,02807,1.4,85.3,84.6,0.7,14.7,1.8
508,02808,8.6,91.6,90.2,2.2,8.4,9.7
509,02809,10.6,88.8,85.2,5.4,11.2,2.5
510,02812,1.4,89.1,89.1,4.9,10.9,2.5
511,02813,6.6,91.2,87.5,6.6,8.8,3.6
512,02814,8.2,90.4,88.1,4.1,9.6,2.4
513,02815,0.0,100.0,100.0,0.0,0.0,44.9
514,02816,10.8,93.3,89.1,6.9,6.7,1.6
515,02817,9.1,87.9,86.9,2.2,12.1,4.0
516,02818,4.8,92.5,90.5,2.5,7.5,2.1
517,02822,9.8,87.5,84.1,5.4,12.5,2.1
518,02825,4.8,92.3,89.2,5.9,7.7,3.8
519,02826,0.0,100.0,100.0,5.3,0.0,14.5
520,02827,7.9,91.9,90.7,2.7,8.1,6.4
521,02828,6.5,94.4,92.6,3.0,5.6,3.4
522,02830,7.5,90.8,88.9,3.4,9.2,2.4
523,02831,1.9,95.2,94.1,5.8,4.8,1.9
524,02832,7.7,94.2,88.8,5.4,5.8,2.7
525,02833,14.8,91.1,80.7,15.6,8.9,9.4
526,02835,3.7,97.4,96.1,2.6,2.6,4.9
527,02836,0.0,100.0,100.0,0.0,0.0,58.2
528,02837,10.1,94.1,89.5,6.3,5.9,5.9
529,02838,19.8,91.5,78.7,14.3,8.5,9.5
530,02839,7.6,87.7,86.2,5.3,12.3,7.1
531,02840,12.4,83.9,75.7,10.3,16.1,2.7
532,02841,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
533,02842,7.1,89.7,85.0,10.3,10.3,2.4
534,02852,7.8,91.9,88.3,6.1,8.1,1.7
535,02857,5.0,96.1,93.1,4.2,3.9,3.0
536,02858,0.0,87.0,87.0,0.0,13.0,18.9
537,02859,18.6,91.2,87.6,5.6,8.8,5.2
538,02860,33.4,77.2,66.3,12.7,22.8,2.3
539,02861,14.8,88.3,82.0,8.9,11.7,2.2
540,02863,43.2,59.7,45.3,16.9,40.3,5.1
541,02864,7.9,94.7,91.3,4.8,5.3,1.3
542,02865,6.9,94.1,92.9,2.9,5.9,2.5
543,02871,5.8,93.5,90.9,4.6,6.5,2.6
544,02872,0.0,100.0,100.0,0.0,0.0,27.9
545,02873,0.0,81.5,81.5,0.0,18.5,76.9
546,02874,1.4,97.3,93.7,4.5,2.7,3.0
547,02875,0.0,95.5,95.5,0.0,4.5,33.7
548,02876,11.1,100.0,100.0,0.0,0.0,32.9
549,02878,6.4,90.9,88.5,3.9,9.1,2.1
550,02879,8.7,92.7,87.6,6.0,7.3,1.9
551,02881,1.8,93.9,93.4,1.7,6.1,4.8
552,02882,3.7,90.8,88.7,4.0,9.2,1.7
553,02885,13.9,84.1,77.5,8.2,15.9,3.6
554,02886,11.1,91.8,88.2,6.4,8.2,1.7
555,02888,9.9,92.9,88.1,6.8,7.1,2.0
556,02889,11.7,91.6,86.2,9.0,8.4,1.4
557,02891,11.7,89.5,85.5,6.3,10.5,2.2
558,02892,4.8,90.3,89.8,5.4,9.7,3.5
559,02893,16.8,89.3,82.3,9.4,10.7,2.5
560,02894,24.3,84.2,69.5,22.0,15.8,15.5
561,02895,28.3,84.7,76.3,10.6,15.3,2.9
562,02896,5.3,89.4,87.4,3.7,10.6,1.4
563,02898,2.7,86.0,84.5,1.5,14.0,6.9
564,02903,22.9,80.4,75.8,7.8,19.6,7.7
565,02904,19.2,83.9,76.5,9.4,16.1,3.9
566,02905,31.7,79.6,68.6,14.4,20.4,4.5
567,02906,5.1,92.0,89.6,3.8,8.0,2.6
568,02907,46.7,64.7,48.8,19.7,35.3,4.4
569,02908,27.4,79.2,69.0,12.2,20.8,3.6
570,02909,42.4,61.9,48.4,14.8,38.1,3.6
571,02910,10.2,86.9,81.6,7.0,13.1,2.9
572,02911,15.7,89.0,83.8,7.0,11.0,3.5
573,02912,0.0,89.0,85.9,3.2,11.0,100.0
574,02914,21.0,86.8,76.5,13.6,13.2,3.0
575,02915,13.1,94.1,90.7,5.1,5.9,3.3
576,02916,12.0,91.3,86.6,6.0,8.7,2.7
577,02917,4.8,91.4,89.9,2.6,8.6,1.6
578,02919,14.2,91.1,85.2,8.2,8.9,2.4
579,02920,12.8,87.8,80.9,9.9,12.2,2.2
580,02921,4.2,95.0,92.5,3.9,5.0,1.8
581,03031,0.4,97.8,96.8,1.7,2.2,1.7
582,03032,2.0,91.9,90.0,2.2,8.1,2.1
583,03033,1.2,95.2,95.2,1.7,4.8,2.0
584,03034,1.6,94.7,92.8,4.8,5.3,1.7
585,03036,6.9,90.1,87.5,4.1,9.9,2.3
586,03037,5.8,90.8,89.3,3.9,9.2,2.2
587,03038,5.8,87.6,85.0,4.0,12.4,2.3
588,03042,3.3,85.8,84.3,2.8,14.2,2.5
589,03043,1.0,89.7,88.5,3.1,10.3,1.9
590,03044,4.6,92.7,91.5,2.6,7.3,1.5
591,03045,4.7,93.3,92.0,3.4,6.7,1.4
592,03046,3.0,88.9,87.9,1.7,11.1,2.9
593,03047,4.8,86.3,83.7,3.6,13.7,4.1
594,03048,5.9,91.9,90.0,3.5,8.1,4.7
595,03049,1.5,93.8,92.9,2.7,6.2,1.7
596,03051,2.5,93.3,91.4,3.2,6.7,1.3
597,03052,1.7,94.0,91.9,3.4,6.0,3.2
598,03053,3.2,90.9,88.8,3.1,9.1,0.7
599,03054,3.7,93.7,91.8,3.5,6.3,1.2
600,03055,5.0,88.9,87.8,2.4,11.1,2.3
601,03057,0.6,88.7,85.7,4.1,11.3,4.7
602,03060,18.1,80.8,76.0,7.3,19.2,3.5
603,03062,4.3,91.9,88.7,5.4,8.1,1.3
604,03063,5.6,90.1,87.7,4.0,9.9,1.4
605,03064,14.0,84.8,82.8,3.7,15.2,3.1
606,03070,0.0,93.6,92.6,1.8,6.4,1.0
607,03071,6.8,87.1,85.5,2.7,12.9,3.5
608,03076,2.9,93.5,92.3,2.0,6.5,1.9
609,03077,9.2,85.7,84.9,4.7,14.3,4.2
610,03079,4.2,88.4,85.8,3.6,11.6,0.9
611,03082,3.6,88.1,86.4,2.3,11.9,2.9
612,03084,0.9,93.9,93.9,1.1,6.1,2.5
613,03086,3.1,90.0,87.6,7.0,10.0,3.8
614,03087,2.0,96.8,96.8,1.2,3.2,1.3
615,03101,23.7,79.4,74.1,10.6,20.6,12.2
616,03102,15.0,86.1,81.5,6.3,13.9,2.5
617,03103,18.2,78.0,74.1,6.4,22.0,2.9
618,03104,11.9,86.1,83.4,4.4,13.9,2.2
619,03106,3.7,91.5,90.4,2.7,8.5,1.0
620,03109,3.5,92.3,90.8,3.1,7.7,1.1
621,03110,2.3,93.8,91.5,2.6,6.2,1.0
622,03215,0.0,96.3,96.3,0.0,3.7,29.5
623,03216,7.5,84.7,80.8,6.1,15.3,2.7
624,03217,14.9,79.6,74.9,4.7,20.4,6.0
625,03218,2.4,93.9,92.6,1.3,6.1,5.9
626,03220,9.0,87.9,81.7,8.1,12.1,3.7
627,03221,3.5,86.9,85.1,2.6,13.1,3.3
628,03222,7.7,84.3,81.8,4.9,15.7,2.6
629,03223,7.5,79.8,77.5,3.2,20.2,2.5
630,03224,4.5,92.6,88.8,6.7,7.4,1.2
631,03225,5.9,76.0,73.3,4.8,24.0,1.8
632,03226,3.4,81.1,77.8,6.0,18.9,7.8
633,03227,4.8,83.5,74.3,11.1,16.5,3.9
634,03229,2.4,94.5,93.9,1.0,5.5,4.1
635,03230,9.2,83.6,80.1,4.5,16.4,4.6
636,03231,0.0,59.6,59.6,0.0,40.4,33.3
637,03233,0.0,76.8,76.8,19.6,23.2,40.7
638,03234,2.8,89.0,86.5,7.1,11.0,2.7
639,03235,20.4,78.0,72.7,7.1,22.0,6.4
640,03237,8.5,84.3,81.1,6.1,15.7,7.4
641,03238,5.0,68.4,60.5,7.9,31.6,55.7
642,03240,8.1,84.6,78.9,7.0,15.4,4.9
643,03241,7.8,66.4,61.7,7.5,33.6,9.1
644,03242,12.6,93.7,87.6,6.3,6.3,4.6
645,03243,7.2,87.1,85.5,5.6,12.9,8.0
646,03244,11.6,88.8,85.6,4.6,11.2,4.9
647,03245,4.9,77.8,77.0,2.4,22.2,4.6
648,03246,16.9,77.7,74.5,7.5,22.3,4.3
649,03249,6.5,86.0,84.7,2.0,14.0,4.9
650,03251,8.5,74.0,70.1,4.7,26.0,11.2
651,03253,9.0,86.0,79.0,8.9,14.0,3.9
652,03254,2.0,87.5,87.1,4.4,12.5,2.0
653,03255,4.2,87.6,86.5,1.6,12.4,5.4
654,03256,9.4,85.7,81.4,5.7,14.3,4.4
655,03257,3.0,89.0,85.6,4.4,11.0,5.4
656,03258,7.0,90.1,85.9,6.1,9.9,3.5
657,03259,0.0,87.6,84.3,3.3,12.4,23.7
658,03260,3.3,90.1,90.1,0.0,9.9,6.0
659,03261,5.0,83.2,82.3,1.8,16.8,5.5
660,03262,2.0,71.3,70.8,2.4,28.7,2.0
661,03263,22.6,79.0,76.4,4.6,21.0,7.2
662,03264,7.4,91.0,88.6,2.9,9.0,2.5
663,03266,9.5,76.4,72.9,4.7,23.6,5.9
664,03268,5.2,88.3,87.7,3.7,11.7,1.9
665,03269,2.6,92.5,90.4,4.5,7.5,1.0
666,03273,7.2,86.4,86.4,0.0,13.6,23.9
667,03275,10.5,89.3,86.5,5.1,10.7,1.7
668,03276,9.3,85.4,83.2,3.1,14.6,2.9
669,03278,7.2,85.4,81.6,3.8,14.6,1.4
670,03279,6.2,72.5,70.9,5.6,27.5,10.5
671,03280,3.3,86.1,81.9,4.9,13.9,4.4
672,03281,3.3,91.0,89.2,3.6,9.0,2.7
673,03282,6.5,71.3,68.6,5.4,28.7,4.9
674,03284,4.0,88.0,86.1,1.9,12.0,1.4
675,03285,5.7,74.7,71.8,4.2,25.3,1.8
676,03287,3.3,88.9,87.2,3.1,11.1,3.5
677,03290,2.0,92.5,92.5,2.0,7.5,0.6
678,03291,0.0,100.0,100.0,0.0,0.0,86.3
679,03293,25.0,100.0,100.0,0.0,0.0,48.2
680,03301,13.7,86.3,83.1,5.2,13.7,2.3
681,03303,11.7,87.8,85.7,4.5,12.2,2.4
682,03304,1.9,95.4,94.7,1.7,4.6,2.5
683,03307,6.2,89.7,87.7,5.1,10.3,3.9
684,03431,10.9,84.6,81.4,4.5,15.4,2.1
685,03440,7.1,80.7,78.8,5.9,19.3,3.8
686,03441,14.2,79.7,79.7,0.0,20.3,20.0
687,03442,5.7,84.5,82.9,4.4,15.5,4.7
688,03443,0.0,90.2,90.2,0.0,9.8,12.5
689,03444,7.9,90.2,90.2,0.0,9.8,2.9
690,03445,18.9,81.8,78.2,4.4,18.2,4.1
691,03446,13.9,85.9,82.5,4.9,14.1,7.1
692,03447,6.6,78.7,75.1,5.9,21.3,2.0
693,03448,5.5,83.0,80.5,5.0,17.0,1.9
694,03449,2.5,87.4,85.1,2.8,12.6,2.6
695,03450,4.4,81.8,81.1,0.6,18.2,1.5
696,03451,12.7,79.8,76.0,4.7,20.2,3.3
697,03452,15.5,83.8,80.1,5.5,16.2,5.3
698,03455,7.1,84.6,83.5,1.1,15.4,1.5
699,03456,9.7,94.9,91.6,6.6,5.1,1.8
700,03457,3.3,76.0,72.0,4.6,24.0,2.2
701,03458,3.5,84.6,81.3,3.3,15.4,0.2
702,03461,8.3,86.0,84.5,2.2,14.0,4.6
703,03462,2.4,91.1,88.8,3.2,8.9,5.4
704,03464,4.0,89.1,86.6,2.5,10.9,1.2
705,03465,13.8,80.1,75.5,6.3,19.9,4.3
706,03466,0.0,100.0,100.0,0.0,0.0,6.9
707,03467,2.5,91.4,89.1,3.3,8.6,4.6
708,03470,14.2,77.2,72.7,8.3,22.8,6.8
709,03561,14.5,84.6,79.0,7.4,15.4,5.0
710,03570,18.5,80.8,74.5,10.0,19.2,4.3
711,03574,14.4,78.0,73.7,5.0,22.0,9.3
712,03575,0.0,50.0,50.0,0.0,50.0,100.0
713,03576,11.7,72.1,66.1,7.8,27.9,3.8
714,03579,4.5,77.7,70.6,15.7,22.3,5.6
715,03580,3.7,83.6,79.6,4.5,16.4,1.2
716,03581,8.6,87.3,83.4,5.8,12.7,3.1
717,03582,16.6,80.5,71.7,12.0,19.5,4.5
718,03583,4.5,83.6,81.8,4.3,16.4,3.1
719,03584,15.0,81.8,77.2,8.2,18.2,4.9
720,03585,8.7,82.7,79.8,5.7,17.3,2.2
721,03586,3.0,91.1,88.6,4.8,8.9,6.6
722,03588,7.8,80.9,77.9,4.2,19.1,2.0
723,03590,25.8,73.8,64.2,13.9,26.2,7.5
724,03592,10.9,75.6,73.8,2.5,24.4,4.9
725,03593,4.5,80.9,78.9,2.1,19.1,4.6
726,03595,9.0,83.5,80.0,6.5,16.5,8.0
727,03597,11.0,64.6,59.9,7.5,35.4,25.6
728,03598,17.1,79.1,75.2,6.3,20.9,2.8
729,03601,9.2,71.8,66.7,7.7,28.2,5.0
730,03602,7.4,89.3,87.7,2.5,10.7,2.2
731,03603,6.6,79.5,76.0,4.5,20.5,6.4
732,03604,26.9,60.0,60.0,0.0,40.0,32.3
733,03605,7.3,75.0,71.4,5.6,25.0,3.4
734,03607,3.8,79.4,79.4,0.0,20.6,10.5
735,03608,1.9,91.6,90.0,2.9,8.4,2.0
736,03609,16.1,96.5,96.1,6.0,3.5,5.0
737,03740,4.6,78.9,78.9,1.5,21.1,5.1
738,03741,8.1,75.1,71.0,4.3,24.9,5.7
739,03743,13.1,81.1,76.8,5.6,18.9,3.6
740,03745,2.8,89.4,87.0,4.2,10.6,2.9
741,03746,4.1,92.2,89.3,2.9,7.8,33.0
742,03748,3.7,87.2,84.9,4.3,12.8,1.7
743,03750,0.0,82.5,82.5,1.8,17.5,8.6
744,03751,0.0,83.4,83.4,9.7,16.6,14.0
745,03752,4.7,79.6,77.7,5.5,20.4,6.9
746,03753,5.1,93.4,93.4,0.3,6.6,3.1
747,03754,35.7,42.0,42.0,0.0,58.0,46.1
748,03755,1.9,95.1,95.0,2.3,4.9,2.4
749,03765,4.7,76.3,71.1,5.3,23.7,11.4
750,03766,6.8,86.4,84.4,2.5,13.6,3.1
751,03768,0.7,92.8,91.8,1.7,7.2,0.8
752,03770,0.0,91.3,91.3,0.0,8.7,19.3
753,03771,5.7,95.9,95.1,2.7,4.1,1.2
754,03773,13.4,84.5,80.0,5.8,15.5,2.4
755,03774,9.3,91.3,91.3,1.9,8.7,4.3
756,03777,4.4,85.1,81.0,5.1,14.9,2.4
757,03779,2.8,85.0,81.3,4.7,15.0,2.9
758,03780,0.0,87.9,81.2,6.7,12.1,25.0
759,03781,2.6,96.7,94.7,4.8,3.3,4.9
760,03782,4.9,92.4,91.5,2.4,7.6,2.0
761,03784,11.9,83.6,76.8,9.7,16.4,11.5
762,03785,15.1,68.8,63.8,6.1,31.2,7.8
763,03801,5.0,88.9,86.6,4.4,11.1,1.8
764,03809,4.8,72.2,69.6,2.6,27.8,7.8
765,03810,4.4,85.6,85.6,1.4,14.4,3.4
766,03811,2.5,94.7,94.2,0.9,5.3,1.8
767,03812,14.5,39.4,39.4,1.8,60.6,15.3
768,03813,3.6,76.3,75.3,1.6,23.7,2.3
769,03814,21.8,79.8,79.8,3.5,20.2,12.0
770,03816,4.2,80.1,75.9,4.2,19.9,2.5
771,03817,40.7,76.9,76.9,0.0,23.1,21.6
772,03818,14.6,74.3,69.5,6.3,25.7,5.5
773,03819,5.4,92.5,92.3,1.1,7.5,3.3
774,03820,10.1,84.5,82.1,3.8,15.5,2.5
775,03823,2.8,93.5,93.5,3.0,6.5,2.0
776,03824,3.1,95.5,94.4,1.9,4.5,1.0
777,03825,7.2,84.1,82.8,2.6,15.9,2.6
778,03826,1.5,86.3,86.3,0.0,13.7,10.9
779,03827,2.0,90.9,88.6,3.0,9.1,2.0
780,03830,0.0,86.0,86.0,2.7,14.0,7.0
781,03832,1.7,78.9,77.7,3.4,21.1,21.9
782,03833,4.7,92.1,90.1,3.3,7.9,1.6
783,03835,13.0,74.8,74.4,2.3,25.2,6.0
784,03836,5.8,70.1,65.5,7.3,29.9,5.9
785,03837,3.0,86.5,83.7,5.1,13.5,11.5
786,03838,0.0,80.9,80.9,0.0,19.1,8.6
787,03839,21.6,81.9,77.3,5.2,18.1,7.7
788,03840,1.6,93.5,92.9,0.6,6.5,3.1
789,03841,1.3,91.6,91.3,2.8,8.4,3.8
790,03842,5.9,87.6,86.1,4.1,12.4,3.4
791,03844,2.1,98.1,97.1,1.3,1.9,2.1
792,03845,8.2,87.8,87.8,3.7,12.2,24.5
793,03846,0.5,79.7,79.7,0.0,20.3,10.3
794,03847,22.1,67.3,67.3,0.0,32.7,23.3
795,03848,4.8,85.2,81.9,4.0,14.8,4.9
796,03849,6.8,76.4,73.0,7.0,23.6,4.3
797,03850,9.5,78.7,78.7,0.0,21.3,21.1
798,03851,13.6,84.4,82.3,2.5,15.6,3.0
799,03852,23.6,81.5,81.5,0.0,18.5,8.4
800,03853,6.2,83.5,83.5,0.0,16.5,9.4
801,03854,0.0,97.5,97.5,4.5,2.5,4.1
802,03855,7.5,95.7,92.8,4.3,4.3,3.3
803,03856,2.4,91.9,89.7,3.4,8.1,5.4
804,03857,10.8,88.4,86.5,3.6,11.6,3.7
805,03858,5.9,90.3,88.4,2.7,9.7,7.6
806,03860,5.6,69.8,67.2,2.6,30.2,7.0
807,03861,3.3,92.2,91.0,1.2,7.8,1.6
808,03862,5.3,89.8,85.9,3.9,10.2,1.7
809,03864,3.9,53.8,49.3,7.5,46.2,16.1
810,03865,5.8,87.3,86.5,2.2,12.7,2.9
811,03867,16.8,82.2,77.1,9.5,17.8,2.9
812,03868,5.4,80.8,80.1,2.6,19.2,6.6
813,03869,3.8,87.6,86.6,1.0,12.4,4.2
814,03870,0.5,85.8,85.4,0.4,14.2,1.8
815,03871,0.0,9999999.99,9999999.99,9999999.99,9999999.99,82.3
816,03872,10.9,84.5,82.0,4.4,15.5,0.5
817,03873,4.7,82.6,82.4,1.3,17.4,4.1
818,03874,7.7,83.7,81.2,4.8,16.3,6.4
819,03875,0.8,70.1,68.6,1.5,29.9,2.7
820,03878,16.2,80.0,77.4,6.0,20.0,4.8
821,03882,9.9,64.4,61.2,4.6,35.6,6.8
822,03883,0.0,100.0,100.0,0.0,0.0,40.2
823,03884,4.3,90.1,88.2,3.4,9.9,0.9
824,03885,0.0,96.1,95.2,3.3,3.9,1.3
825,03886,8.9,69.1,66.2,3.0,30.9,3.0
826,03887,9.7,80.6,75.5,7.6,19.4,5.9
827,03890,5.6,89.0,80.6,8.4,11.0,48.6
828,03894,4.0,79.1,79.1,2.7,20.9,3.3
829,03901,13.0,91.1,82.8,11.2,8.9,3.8
830,03902,0.0,88.5,87.3,1.2,11.5,12.9
831,03903,5.5,90.2,89.2,2.3,9.8,3.3
832,03904,5.2,89.5,86.3,5.8,10.5,1.3
833,03905,0.0,95.2,95.2,0.0,4.8,12.0
834,03906,8.3,86.9,84.0,3.4,13.1,3.5
835,03907,3.7,95.2,95.2,2.9,4.8,4.3
836,03908,12.5,88.3,81.0,8.8,11.7,4.4
837,03909,4.6,91.6,88.8,4.1,8.4,3.1
838,03910,0.0,73.1,73.1,0.0,26.9,15.9
839,03911,65.0,45.2,45.2,0.0,54.8,46.6
840,04001,13.7,89.2,80.1,10.5,10.8,4.2
841,04002,14.7,89.1,84.5,9.0,10.9,4.0
842,04003,0.0,100.0,89.7,10.3,0.0,18.9
843,04005,21.5,86.3,75.3,12.7,13.7,3.5
844,04006,0.0,78.6,78.6,0.0,21.4,61.7
845,04008,11.0,94.9,90.6,9.4,5.1,4.9
846,04009,17.6,86.4,78.3,9.0,13.6,7.2
847,04010,13.4,79.9,70.3,9.6,20.1,4.5
848,04011,12.4,86.3,78.7,10.7,13.7,2.5
849,04015,14.4,85.1,71.6,15.3,14.9,6.8
850,04017,3.4,89.3,82.4,6.9,10.7,9.3
851,04019,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
852,04020,25.9,81.2,71.3,12.7,18.8,8.5
853,04021,0.4,97.9,96.4,4.1,2.1,1.3
854,04022,12.7,83.0,70.9,14.3,17.0,3.9
855,04024,12.7,95.2,90.1,8.0,4.8,6.6
856,04027,13.0,84.0,77.8,9.6,16.0,6.5
857,04029,8.5,86.8,78.6,10.4,13.2,4.4
858,04030,15.6,85.1,72.6,14.9,14.9,5.7
859,04032,7.6,92.2,87.1,5.4,7.8,4.1
860,04037,11.8,77.0,70.6,9.6,23.0,4.8
861,04038,6.4,92.7,89.1,6.0,7.3,1.5
862,04039,7.5,86.7,82.7,6.9,13.3,5.7
863,04040,16.1,79.6,70.3,15.9,20.4,2.7
864,04041,12.7,82.8,68.6,15.5,17.2,3.2
865,04042,15.3,92.9,83.0,10.5,7.1,2.6
866,04043,6.1,95.0,90.7,5.1,5.0,1.5
867,04046,5.9,90.1,87.8,5.3,9.9,1.6
868,04047,24.8,78.2,71.9,9.1,21.8,6.6
869,04048,29.9,84.2,77.9,7.9,15.8,6.2
870,04049,20.9,89.7,81.2,12.0,10.3,5.4
871,04050,6.6,70.6,70.6,0.9,29.4,12.2
872,04051,10.3,89.2,84.4,8.2,10.8,4.5
873,04055,9.1,90.7,87.3,3.9,9.3,6.5
874,04056,18.1,54.0,50.6,6.9,46.0,22.8
875,04057,9999999.99,42.9,42.9,0.0,57.1,9999999.99
876,04061,11.7,91.3,86.1,11.2,8.7,6.3
877,04062,10.3,92.2,88.8,6.1,7.8,2.2
878,04063,19.1,71.8,60.3,11.5,28.2,25.7
879,04064,15.7,85.2,74.0,13.7,14.8,3.5
880,04066,3.4,82.9,73.2,9.8,17.1,13.8
881,04068,18.0,89.0,71.0,20.4,11.0,6.3
882,04069,3.0,90.9,87.3,5.1,9.1,3.1
883,04071,9.1,92.2,88.4,4.4,7.8,3.8
884,04072,12.0,86.6,81.8,8.0,13.4,3.4
885,04073,25.9,88.7,78.9,12.2,11.3,3.5
886,04074,6.9,91.5,88.2,4.5,8.5,1.7
887,04076,13.8,88.5,78.6,11.3,11.5,4.8
888,04079,6.4,87.2,84.7,4.7,12.8,5.8
889,04083,19.9,87.0,75.7,15.3,13.0,5.6
890,04084,9.7,93.6,88.8,6.7,6.4,3.8
891,04085,8.9,84.5,81.5,5.0,15.5,3.4
892,04086,11.3,92.7,86.2,11.1,7.3,2.4
893,04087,10.1,78.8,59.9,18.8,21.2,5.0
894,04088,19.1,88.5,76.4,14.2,11.5,5.8
895,04090,7.1,86.3,77.9,9.3,13.7,1.6
896,04091,12.4,87.7,78.4,9.9,12.3,6.5
897,04092,21.1,88.5,79.8,11.3,11.5,3.9
898,04093,9.0,89.7,85.7,6.2,10.3,5.4
899,04095,14.4,82.7,68.6,20.8,17.3,4.4
900,04096,6.8,94.1,89.1,7.6,5.9,2.7
901,04097,2.3,89.1,88.7,2.9,10.9,2.6
902,04101,30.7,78.0,68.6,10.4,22.0,5.1
903,04102,20.8,86.0,77.9,9.6,14.0,4.3
904,04103,14.5,88.3,82.3,6.6,11.7,3.0
905,04105,2.3,93.4,92.4,1.4,6.6,1.0
906,04106,12.5,87.7,80.6,8.5,12.3,3.2
907,04107,3.0,93.4,89.3,5.3,6.6,1.8
908,04108,5.0,85.2,79.1,9.7,14.8,6.3
909,04109,25.6,96.0,96.0,0.0,4.0,41.1
910,04110,0.0,97.2,97.0,0.2,2.8,5.6
911,01937,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
912,01938,3.6,95.7,89.9,8.2,4.3,1.9
913,01940,0.9,99.4,96.4,4.8,0.6,1.3
914,01944,4.2,97.4,92.0,6.9,2.6,3.0
915,01945,3.8,98.4,93.5,7.2,1.6,1.7
916,01949,5.6,96.5,89.3,8.2,3.5,2.5
917,01950,4.1,96.5,90.5,7.3,3.5,2.6
918,01951,1.7,100.0,95.1,7.5,0.0,6.3
919,01952,11.3,92.0,84.1,9.5,8.0,2.5
920,01960,11.2,95.3,84.8,12.7,4.7,1.3
921,01966,7.1,95.0,90.3,7.4,5.0,1.2
922,01969,1.9,96.9,92.6,5.6,3.1,4.9
923,01970,16.4,94.7,83.0,14.2,5.3,2.5
924,01982,2.1,99.4,94.2,6.0,0.6,1.5
925,01983,1.9,99.6,97.8,3.4,0.4,2.9
926,01984,3.1,97.9,94.7,5.4,2.1,2.3
927,01985,2.6,99.6,99.1,3.8,0.4,3.7
928,02019,6.5,96.6,91.6,6.6,3.4,1.3
929,02021,4.3,98.4,94.0,6.9,1.6,2.6
930,02025,1.5,97.5,97.4,1.8,2.5,2.4
931,02026,6.3,95.9,88.6,9.5,4.1,1.3
932,02030,0.4,97.2,95.4,3.4,2.8,2.2
933,02032,7.8,99.4,94.4,5.0,0.6,6.3
934,02035,5.3,96.2,91.9,5.7,3.8,2.2
935,02038,5.5,97.6,94.2,5.2,2.4,1.4
936,02043,2.4,98.6,95.5,5.0,1.4,1.3
937,02045,8.0,94.8,88.4,8.0,5.2,2.3
938,02047,0.0,9999999.99,9999999.99,9999999.99,9999999.99,39.1
939,02048,4.9,96.8,93.1,5.9,3.2,1.2
940,02050,6.7,96.9,90.1,7.7,3.1,1.7
941,02052,1.7,99.1,97.3,2.5,0.9,1.8
942,02053,2.2,98.4,94.7,4.6,1.6,1.3
943,02054,4.2,97.1,93.9,5.0,2.9,3.5
944,02056,1.5,97.7,96.6,3.1,2.3,1.9
945,02061,2.3,98.6,95.8,5.1,1.4,1.0
946,02062,7.6,96.9,88.7,10.3,3.1,2.3
947,02066,2.9,97.5,93.7,5.5,2.5,0.9
948,02067,4.6,97.3,93.6,4.8,2.7,0.8
949,02071,15.0,100.0,93.6,8.5,0.0,11.3
950,02072,8.0,96.4,89.9,8.5,3.6,1.7
951,02081,3.8,97.2,95.0,3.8,2.8,1.0
952,02090,1.1,99.6,97.7,2.9,0.4,1.1
953,02093,3.3,97.9,94.4,4.3,2.1,1.5
954,02108,1.9,97.0,95.2,4.2,3.0,5.6
