Zipcode,MedianIncome
ZCTA5 44256,59471.00
ZCTA5 44260,63050.00
ZCTA5 44262,80000.00
ZCTA5 44264,
ZCTA5 44265,47251.00
ZCTA5 44266,47948.00
ZCTA5 44270,59919.00
ZCTA5 44272,65658.00
ZCTA5 44273,56111.00
ZCTA5 44274,65026.00
ZCTA5 44275,62917.00
ZCTA5 44276,54393.00
ZCTA5 44278,74028.00
ZCTA5 44280,63307.00
ZCTA5 44281,
ZCTA5 44285,84726.00
ZCTA5 44286,52346.00
ZCTA5 44287,40580.00
ZCTA5 44288,35993.00
ZCTA5 44301,28265.00
ZCTA5 44302,47708.00
ZCTA5 44303,17572.00
ZCTA5 44304,37959.00
ZCTA5 44305,26773.00
ZCTA5 44306,16148.00
ZCTA5 44307,9567.00
ZCTA5 44308,31860.00
ZCTA5 44310,16114.00
ZCTA5 44311,46493.00
ZCTA5 44312,49975.00
ZCTA5 44313,32556.00
ZCTA5 44314,56368.00
ZCTA5 44319,31327.00
ZCTA5 44320,77037.00
ZCTA5 44321,79050.00
ZCTA5 44333,50703.00
ZCTA5 44401,55362.00
ZCTA5 44402,46223.00
ZCTA5 44403,50179.00
ZCTA5 44404,32154.00
ZCTA5 44405,66423.00
ZCTA5 44406,52048.00
ZCTA5 44408,50895.00
ZCTA5 44410,56681.00
ZCTA5 44411,57782.00
ZCTA5 44412,39776.00
ZCTA5 44413,50650.00
ZCTA5 44417,71488.00
ZCTA5 44418,43032.00
ZCTA5 44420,50428.00
ZCTA5 44423,47091.00
ZCTA5 44425,48594.00
ZCTA5 44427,42465.00
ZCTA5 44428,49572.00
ZCTA5 44429,42961.00
ZCTA5 44430,42986.00
ZCTA5 44431,48112.00
ZCTA5 44432,50227.00
ZCTA5 44436,48733.00
ZCTA5 44437,31231.00
ZCTA5 44438,
ZCTA5 44439,57188.00
ZCTA5 44440,54259.00
ZCTA5 44441,49073.00
ZCTA5 44442,43942.00
ZCTA5 44443,43924.00
ZCTA5 44444,42295.00
ZCTA5 44445,38723.00
ZCTA5 44446,55147.00
ZCTA5 44449,51193.00
ZCTA5 44450,53477.00
ZCTA5 44451,43173.00
ZCTA5 44452,42050.00
ZCTA5 44454,61875.00
ZCTA5 44455,46201.00
ZCTA5 44460,52308.00
ZCTA5 44470,37182.00
ZCTA5 44471,44430.00
ZCTA5 44473,48422.00
ZCTA5 44481,38367.00
ZCTA5 44483,44981.00
ZCTA5 44484,27666.00
ZCTA5 44485,35268.00
ZCTA5 44490,58851.00
ZCTA5 44491,
ZCTA5 44493,22732.00
ZCTA5 44502,9295.00
ZCTA5 44503,31653.00
ZCTA5 44504,31112.00
ZCTA5 44505,17181.00
ZCTA5 44506,20197.00
ZCTA5 44507,25339.00
ZCTA5 44509,16319.00
ZCTA5 44510,39513.00
ZCTA5 44511,47072.00
ZCTA5 44512,57747.00
ZCTA5 44514,42956.00
ZCTA5 44515,37378.00
ZCTA5 44601,50329.00
ZCTA5 44606,85714.00
ZCTA5 44607,48472.00
ZCTA5 44608,45469.00
ZCTA5 44609,51138.00
ZCTA5 44610,50500.00
ZCTA5 44611,60122.00
ZCTA5 44612,40278.00
ZCTA5 44613,52262.00
ZCTA5 44614,43961.00
ZCTA5 44615,53659.00
ZCTA5 44618,53218.00
ZCTA5 44620,43491.00
ZCTA5 44621,45892.00
ZCTA5 44622,51410.00
ZCTA5 44624,41193.00
ZCTA5 44625,58558.00
ZCTA5 44626,42022.00
ZCTA5 44627,47019.00
ZCTA5 44628,45385.00
ZCTA5 44629,57801.00
ZCTA5 44632,52250.00
ZCTA5 44633,61683.00
ZCTA5 44634,45119.00
ZCTA5 44637,51250.00
ZCTA5 44638,30625.00
ZCTA5 44640,54237.00
ZCTA5 44641,50107.00
ZCTA5 44643,46122.00
ZCTA5 44644,65694.00
ZCTA5 44645,48214.00
ZCTA5 44646,47247.00
ZCTA5 44647,33194.00
ZCTA5 44651,
ZCTA5 44652,49615.00
ZCTA5 44653,47589.00
ZCTA5 44654,45000.00
ZCTA5 44656,47844.00
ZCTA5 44657,34688.00
ZCTA5 44659,30625.00
ZCTA5 44661,46358.00
ZCTA5 44662,41859.00
ZCTA5 44663,56575.00
ZCTA5 44666,45081.00
ZCTA5 44667,66442.00
ZCTA5 44669,57460.00
ZCTA5 44670,29196.00
ZCTA5 44671,33802.00
ZCTA5 44672,56765.00
ZCTA5 44675,58221.00
ZCTA5 44676,53704.00
ZCTA5 44677,
ZCTA5 44678,50222.00
ZCTA5 44680,51591.00
ZCTA5 44681,56250.00
ZCTA5 44682,35208.00
ZCTA5 44683,67642.00
ZCTA5 44685,
ZCTA5 44687,43242.00
ZCTA5 44688,34975.00
ZCTA5 44689,33667.00
ZCTA5 44690,46863.00
ZCTA5 44691,18750.00
ZCTA5 44693,52375.00
ZCTA5 44695,51875.00
ZCTA5 44697,43086.00
ZCTA5 44699,12550.00
ZCTA5 44702,24770.00
ZCTA5 44703,23549.00
ZCTA5 44704,31585.00
ZCTA5 44705,40994.00
ZCTA5 44706,21769.00
ZCTA5 44707,44457.00
ZCTA5 44708,42780.00
ZCTA5 44709,30674.00
ZCTA5 44710,42999.00
ZCTA5 44714,73490.00
ZCTA5 44718,60385.00
ZCTA5 44720,60411.00
ZCTA5 44721,51235.00
ZCTA5 44730,57768.00
ZCTA5 44802,48684.00
ZCTA5 44804,45104.00
ZCTA5 44805,48451.00
ZCTA5 44807,57969.00
ZCTA5 44809,51752.00
ZCTA5 44811,47063.00
ZCTA5 44813,65867.00
ZCTA5 44814,37500.00
ZCTA5 44815,
ZCTA5 44816,58995.00
ZCTA5 44817,50605.00
ZCTA5 44818,40134.00
ZCTA5 44820,53581.00
ZCTA5 44822,53114.00
ZCTA5 44824,28750.00
ZCTA5 44825,63516.00
ZCTA5 44826,43209.00
ZCTA5 44827,
ZCTA5 44828,40020.00
ZCTA5 44830,38769.00
ZCTA5 44833,46250.00
ZCTA5 44836,50549.00
ZCTA5 44837,44821.00
ZCTA5 44838,54834.00
ZCTA5 44839,60406.00
ZCTA5 44840,58269.00
ZCTA5 44841,44049.00
ZCTA5 44842,53523.00
ZCTA5 44843,50556.00
ZCTA5 44844,74052.00
ZCTA5 44846,52034.00
ZCTA5 44847,52895.00
ZCTA5 44849,
ZCTA5 44850,49087.00
ZCTA5 44851,57981.00
ZCTA5 44853,48370.00
ZCTA5 44854,52283.00
ZCTA5 44855,40625.00
ZCTA5 44856,46209.00
ZCTA5 44857,44583.00
ZCTA5 44859,44500.00
ZCTA5 44861,49044.00
ZCTA5 44864,48214.00
ZCTA5 44865,51208.00
ZCTA5 44866,57443.00
ZCTA5 44867,41449.00
ZCTA5 44870,33958.00
ZCTA5 44874,43908.00
ZCTA5 44875,53313.00
ZCTA5 44878,46295.00
ZCTA5 44880,
ZCTA5 44881,57917.00
ZCTA5 44882,43647.00
ZCTA5 44883,79417.00
ZCTA5 44887,65193.00
ZCTA5 44889,50156.00
ZCTA5 44890,
ZCTA5 44901,25964.00
ZCTA5 44902,41011.00
ZCTA5 44903,56263.00
ZCTA5 44904,42672.00
ZCTA5 44905,36826.00
ZCTA5 44906,37226.00
ZCTA5 44907,37417.00
ZCTA5 45001,63242.00
ZCTA5 45002,46875.00
ZCTA5 45003,54801.00
ZCTA5 45005,61300.00
ZCTA5 45011,52161.00
ZCTA5 45013,55971.00
ZCTA5 45014,40428.00
ZCTA5 45015,61160.00
ZCTA5 45030,54063.00
ZCTA5 45032,49167.00
ZCTA5 45033,89336.00
ZCTA5 45034,71229.00
ZCTA5 45036,78707.00
ZCTA5 45039,86869.00
ZCTA5 45040,
ZCTA5 45041,48929.00
ZCTA5 45042,47484.00
ZCTA5 45044,65694.00
ZCTA5 45050,
ZCTA5 45051,76346.00
ZCTA5 45052,73576.00
ZCTA5 45053,68750.00
ZCTA5 45054,39928.00
ZCTA5 45056,41591.00
ZCTA5 45062,55947.00
ZCTA5 45064,43704.00
ZCTA5 45065,92171.00
ZCTA5 45066,59664.00
ZCTA5 45067,71140.00
ZCTA5 45068,83904.00
ZCTA5 45069,42750.00
ZCTA5 45070,27835.00
ZCTA5 45101,55460.00
ZCTA5 45102,56318.00
ZCTA5 45103,47188.00
ZCTA5 45106,50141.00
ZCTA5 45107,65682.00
ZCTA5 45111,22083.00
ZCTA5 45112,54767.00
ZCTA5 45113,82411.00
ZCTA5 45115,50199.00
ZCTA5 45118,40804.00
ZCTA5 45120,42591.00
ZCTA5 45121,53257.00
ZCTA5 45122,34045.00
ZCTA5 45123,58304.00
ZCTA5 45130,21250.00
ZCTA5 45131,32188.00
ZCTA5 45132,39838.00
ZCTA5 45133,46520.00
ZCTA5 45135,83184.00
ZCTA5 45140,48674.00
ZCTA5 45142,34010.00
ZCTA5 45144,
ZCTA5 45145,63333.00
ZCTA5 45146,51506.00
ZCTA5 45147,53750.00
ZCTA5 45148,58433.00
ZCTA5 45150,68935.00
ZCTA5 45152,66071.00
ZCTA5 45153,42344.00
ZCTA5 45154,27250.00
ZCTA5 45155,31042.00
ZCTA5 45156,56637.00
ZCTA5 45157,54000.00
ZCTA5 45158,46359.00
ZCTA5 45159,22083.00
ZCTA5 45160,56490.00
ZCTA5 45162,46000.00
ZCTA5 45164,55341.00
ZCTA5 45166,41406.00
ZCTA5 45167,53152.00
ZCTA5 45168,44273.00
ZCTA5 45169,45333.00
ZCTA5 45171,73750.00
ZCTA5 45172,116786.00
ZCTA5 45174,54003.00
ZCTA5 45176,44211.00
ZCTA5 45177,47500.00
ZCTA5 45202,10169.00
ZCTA5 45203,28047.00
ZCTA5 45204,28638.00
ZCTA5 45205,26958.00
ZCTA5 45206,23399.00
ZCTA5 45207,74529.00
ZCTA5 45208,52193.00
ZCTA5 45209,39409.00
ZCTA5 45211,37018.00
ZCTA5 45212,49344.00
ZCTA5 45213,16330.00
ZCTA5 45214,44946.00
ZCTA5 45215,29087.00
ZCTA5 45216,37317.00
ZCTA5 45217,56285.00
ZCTA5 45218,22729.00
ZCTA5 45219,33637.00
ZCTA5 45220,26014.00
ZCTA5 45223,43722.00
ZCTA5 45224,13956.00
ZCTA5 45225,66944.00
ZCTA5 45226,48264.00
ZCTA5 45227,19391.00
ZCTA5 45229,66782.00
ZCTA5 45230,43871.00
ZCTA5 45231,12073.00
ZCTA5 45232,74136.00
ZCTA5 45233,53063.00
ZCTA5 45236,32848.00
ZCTA5 45237,46311.00
ZCTA5 45238,48228.00
ZCTA5 45239,50670.00
ZCTA5 45240,69822.00
ZCTA5 45241,76564.00
ZCTA5 45242,105263.00
ZCTA5 45243,89101.00
ZCTA5 45244,64583.00
ZCTA5 45245,49277.00
ZCTA5 45246,70244.00
ZCTA5 45247,66961.00
ZCTA5 45248,78290.00
ZCTA5 45249,56616.00
ZCTA5 45251,85486.00
ZCTA5 45252,68210.00
ZCTA5 45255,43208.00
ZCTA5 45301,70302.00
ZCTA5 45302,41898.00
ZCTA5 45303,50000.00
ZCTA5 45304,77870.00
ZCTA5 45305,54052.00
ZCTA5 45306,34375.00
ZCTA5 45307,50907.00
ZCTA5 45308,46011.00
ZCTA5 45309,47250.00
ZCTA5 45310,50966.00
ZCTA5 45311,54844.00
ZCTA5 45312,54468.00
ZCTA5 45314,81620.00
ZCTA5 45315,37250.00
ZCTA5 45316,73750.00
ZCTA5 45317,51197.00
ZCTA5 45318,44821.00
ZCTA5 45319,45758.00
ZCTA5 45320,52647.00
ZCTA5 45321,50863.00
ZCTA5 45322,55607.00
ZCTA5 45323,44104.00
ZCTA5 45324,64821.00
ZCTA5 45325,53713.00
ZCTA5 45326,61212.00
ZCTA5 45327,44063.00
ZCTA5 45328,49500.00
ZCTA5 45330,36713.00
ZCTA5 45331,30469.00
ZCTA5 45332,62039.00
ZCTA5 45333,50147.00
ZCTA5 45334,52376.00
ZCTA5 45335,58125.00
ZCTA5 45336,61827.00
ZCTA5 45337,53065.00
ZCTA5 45338,44583.00
ZCTA5 45339,57404.00
ZCTA5 45340,41738.00
ZCTA5 45341,52094.00
ZCTA5 45342,46497.00
ZCTA5 45344,41016.00
ZCTA5 45345,55060.00
ZCTA5 45346,50407.00
ZCTA5 45347,42083.00
ZCTA5 45348,55104.00
ZCTA5 45349,67188.00
ZCTA5 45350,54167.00
ZCTA5 45351,37250.00
ZCTA5 45352,42303.00
ZCTA5 45353,41250.00
ZCTA5 45354,41045.00
ZCTA5 45356,39464.00
ZCTA5 45358,45682.00
ZCTA5 45359,33913.00
ZCTA5 45360,36250.00
ZCTA5 45361,50272.00
ZCTA5 45362,67250.00
ZCTA5 45363,45931.00
ZCTA5 45365,50854.00
ZCTA5 45368,53000.00
ZCTA5 45369,85806.00
ZCTA5 45370,64144.00
ZCTA5 45371,50938.00
ZCTA5 45372,55512.00
ZCTA5 45373,57738.00
ZCTA5 45377,52083.00
ZCTA5 45378,52425.00
ZCTA5 45380,44229.00
ZCTA5 45381,53839.00
ZCTA5 45382,46348.00
ZCTA5 45383,71406.00
ZCTA5 45384,47023.00
ZCTA5 45385,66506.00
ZCTA5 45387,65833.00
ZCTA5 45388,41250.00
ZCTA5 45389,39936.00
ZCTA5 45390,18036.00
ZCTA5 45402,27632.00
ZCTA5 45403,24574.00
ZCTA5 45404,25245.00
ZCTA5 45405,27603.00
ZCTA5 45406,53796.00
ZCTA5 45409,31600.00
ZCTA5 45410,39243.00
ZCTA5 45414,51379.00
ZCTA5 45415,34702.00
ZCTA5 45416,23361.00
ZCTA5 45417,58661.00
ZCTA5 45418,65156.00
ZCTA5 45419,36647.00
ZCTA5 45420,55145.00
ZCTA5 45424,37359.00
ZCTA5 45426,
ZCTA5 45428,55004.00
ZCTA5 45429,78945.00
ZCTA5 45430,57706.00
ZCTA5 45431,54219.00
ZCTA5 45432,90690.00
ZCTA5 45433,99816.00
ZCTA5 45434,39259.00
ZCTA5 45439,62087.00
ZCTA5 45440,39215.00
ZCTA5 45449,70615.00
ZCTA5 45458,65419.00
ZCTA5 45459,63960.00
ZCTA5 45502,43663.00
ZCTA5 45503,45873.00
ZCTA5 45504,26765.00
ZCTA5 45505,33039.00
ZCTA5 45506,43525.00
ZCTA5 45601,38689.00
ZCTA5 45612,44276.00
ZCTA5 45613,45592.00
ZCTA5 45614,23958.00
ZCTA5 45616,30038.00
ZCTA5 45617,33125.00
ZCTA5 45618,43738.00
ZCTA5 45619,35227.00
ZCTA5 45620,29091.00
ZCTA5 45621,34907.00
ZCTA5 45622,39789.00
ZCTA5 45623,
ZCTA5 45624,49415.00
ZCTA5 45628,41042.00
ZCTA5 45629,39773.00
ZCTA5 45630,38419.00
ZCTA5 45631,31845.00
ZCTA5 45634,43571.00
ZCTA5 45636,36455.00
ZCTA5 45638,38771.00
ZCTA5 45640,
ZCTA5 45642,53664.00
ZCTA5 45644,54323.00
ZCTA5 45645,34063.00
ZCTA5 45646,44653.00
ZCTA5 45647,38577.00
ZCTA5 45648,40833.00
ZCTA5 45650,40918.00
ZCTA5 45651,42841.00
ZCTA5 45652,38070.00
ZCTA5 45653,25536.00
ZCTA5 45654,36631.00
ZCTA5 45656,29135.00
ZCTA5 45657,35556.00
ZCTA5 45658,38800.00
ZCTA5 45659,32415.00
ZCTA5 45660,38620.00
ZCTA5 45661,31315.00
ZCTA5 45662,38090.00
ZCTA5 45663,51840.00
ZCTA5 45669,34625.00
ZCTA5 45671,40592.00
ZCTA5 45672,36250.00
ZCTA5 45673,24758.00
ZCTA5 45674,49659.00
ZCTA5 45678,33199.00
ZCTA5 45679,41485.00
ZCTA5 45680,36768.00
ZCTA5 45681,33026.00
ZCTA5 45682,50091.00
ZCTA5 45684,36000.00
ZCTA5 45685,35975.00
ZCTA5 45686,33235.00
ZCTA5 45688,40495.00
ZCTA5 45690,36166.00
ZCTA5 45692,37837.00
ZCTA5 45693,50191.00
ZCTA5 45694,34911.00
ZCTA5 45695,66350.00
ZCTA5 45696,42333.00
ZCTA5 45697,41023.00
ZCTA5 45698,28560.00
ZCTA5 45701,46023.00
ZCTA5 45710,45050.00
ZCTA5 45711,38415.00
ZCTA5 45714,43963.00
ZCTA5 45715,51875.00
ZCTA5 45716,30650.00
ZCTA5 45719,
ZCTA5 45721,46711.00
ZCTA5 45723,50000.00
ZCTA5 45724,30455.00
ZCTA5 45727,65268.00
ZCTA5 45729,41275.00
ZCTA5 45732,67143.00
ZCTA5 45734,43214.00
ZCTA5 45735,42500.00
ZCTA5 45740,31927.00
ZCTA5 45741,58636.00
ZCTA5 45742,51310.00
ZCTA5 45743,51071.00
ZCTA5 45744,49489.00
ZCTA5 45745,38214.00
ZCTA5 45746,40551.00
ZCTA5 45750,25745.00
ZCTA5 45760,50133.00
ZCTA5 45761,28366.00
ZCTA5 45764,33137.00
ZCTA5 45766,37607.00
ZCTA5 45767,48444.00
ZCTA5 45768,35015.00
ZCTA5 45769,26944.00
ZCTA5 45770,39324.00
ZCTA5 45771,33683.00
ZCTA5 45772,25250.00
ZCTA5 45773,38393.00
ZCTA5 45775,37768.00
ZCTA5 45776,45469.00
ZCTA5 45778,38611.00
ZCTA5 45779,34362.00
ZCTA5 45780,23542.00
ZCTA5 45782,51895.00
ZCTA5 45784,63500.00
ZCTA5 45786,
ZCTA5 45787,48083.00
ZCTA5 45788,
ZCTA5 45789,34395.00
ZCTA5 45801,25652.00
ZCTA5 45804,48151.00
ZCTA5 45805,55419.00
ZCTA5 45806,59351.00
ZCTA5 45807,42679.00
ZCTA5 45808,66500.00
ZCTA5 45809,42056.00
ZCTA5 45810,39016.00
ZCTA5 45812,49636.00
ZCTA5 45813,60446.00
ZCTA5 45814,47708.00
ZCTA5 45816,60490.00
ZCTA5 45817,44750.00
ZCTA5 45819,46354.00
ZCTA5 45820,57754.00
ZCTA5 45821,46159.00
ZCTA5 45822,52857.00
ZCTA5 45826,60531.00
ZCTA5 45827,58958.00
ZCTA5 45828,58768.00
ZCTA5 45830,53263.00
ZCTA5 45831,56187.00
ZCTA5 45832,51429.00
ZCTA5 45833,39583.00
ZCTA5 45835,46346.00
ZCTA5 45836,37083.00
ZCTA5 45838,48562.00
ZCTA5 45840,69740.00
ZCTA5 45841,55781.00
ZCTA5 45843,64688.00
ZCTA5 45844,69861.00
ZCTA5 45845,64336.00
ZCTA5 45846,57404.00
ZCTA5 45849,47467.00
ZCTA5 45850,40000.00
ZCTA5 45851,81563.00
ZCTA5 45853,32098.00
ZCTA5 45854,49000.00
ZCTA5 45855,53497.00
ZCTA5 45856,65199.00
ZCTA5 45858,33281.00
ZCTA5 45859,61761.00
ZCTA5 45860,32083.00
ZCTA5 45861,43636.00
ZCTA5 45862,47880.00
ZCTA5 45863,40000.00
ZCTA5 45864,67721.00
ZCTA5 45865,36429.00
ZCTA5 45866,59479.00
ZCTA5 45867,56563.00
ZCTA5 45868,65331.00
ZCTA5 45869,36625.00
ZCTA5 45870,64191.00
ZCTA5 45871,42074.00
ZCTA5 45872,42645.00
ZCTA5 45873,47394.00
ZCTA5 45874,62637.00
ZCTA5 45875,70750.00
ZCTA5 45876,59844.00
ZCTA5 45877,39635.00
ZCTA5 45879,47537.00
ZCTA5 45880,58656.00
ZCTA5 45881,50625.00
ZCTA5 45882,66667.00
ZCTA5 45883,46510.00
ZCTA5 45884,46490.00
ZCTA5 45885,48750.00
ZCTA5 45886,47306.00
ZCTA5 45887,75750.00
ZCTA5 45888,86250.00
ZCTA5 45889,62833.00
ZCTA5 45890,43378.00
ZCTA5 45891,40966.00
ZCTA5 45894,53701.00
ZCTA5 45895,56823.00
ZCTA5 45896,33191.00
ZCTA5 45897,52647.00
ZCTA5 45898,45000.00
ZCTA5 45899,45543.00
ZCTA5 46001,54384.00
ZCTA5 46011,45775.00
ZCTA5 46012,37286.00
ZCTA5 46013,23545.00
ZCTA5 46016,45980.00
ZCTA5 46017,49766.00
ZCTA5 46030,60433.00
ZCTA5 46031,96758.00
ZCTA5 46032,119104.00
ZCTA5 46033,63972.00
ZCTA5 46034,55455.00
ZCTA5 46035,40601.00
ZCTA5 46036,98109.00
ZCTA5 46037,77201.00
ZCTA5 46038,69167.00
ZCTA5 49088,45000.00
ZCTA5 49089,40993.00
ZCTA5 49090,42038.00
ZCTA5 49091,42468.00
ZCTA5 49092,45362.00
ZCTA5 49093,43521.00
ZCTA5 49094,50268.00
ZCTA5 49095,51583.00
ZCTA5 49096,57827.00
ZCTA5 49097,42454.00
ZCTA5 49098,45042.00
ZCTA5 49099,50511.00
ZCTA5 49101,52283.00
ZCTA5 49102,51908.00
ZCTA5 49103,
ZCTA5 49104,44750.00
ZCTA5 49106,49336.00
ZCTA5 49107,48586.00
ZCTA5 49111,50417.00
ZCTA5 49112,46761.00
ZCTA5 49113,34009.00
ZCTA5 49115,65106.00
ZCTA5 49116,52204.00
ZCTA5 49117,70313.00
ZCTA5 49119,42295.00
ZCTA5 49120,42336.00
ZCTA5 49125,46500.00
ZCTA5 49126,66750.00
ZCTA5 49127,48272.00
ZCTA5 49128,57250.00
ZCTA5 49129,40729.00
ZCTA5 49130,51430.00
ZCTA5 49201,31382.00
ZCTA5 49202,38765.00
ZCTA5 49203,50361.00
ZCTA5 49220,40978.00
ZCTA5 49221,32794.00
ZCTA5 49224,43750.00
ZCTA5 49227,53092.00
ZCTA5 49228,66207.00
ZCTA5 49229,56563.00
ZCTA5 49230,43317.00
ZCTA5 49232,51944.00
ZCTA5 49233,54872.00
ZCTA5 49234,46600.00
ZCTA5 49235,54883.00
ZCTA5 49236,52784.00
ZCTA5 49237,52604.00
ZCTA5 49238,67357.00
ZCTA5 49240,49483.00
ZCTA5 49241,38418.00
ZCTA5 49242,45375.00
ZCTA5 49245,70909.00
ZCTA5 49246,44375.00
ZCTA5 49247,43000.00
ZCTA5 49248,47682.00
ZCTA5 49249,44655.00
ZCTA5 49250,59634.00
ZCTA5 49251,40000.00
ZCTA5 49252,45313.00
ZCTA5 49253,27895.00
ZCTA5 49254,37895.00
ZCTA5 49255,44309.00
ZCTA5 49256,57596.00
ZCTA5 49259,61139.00
ZCTA5 49261,42083.00
ZCTA5 49262,
ZCTA5 49263,60708.00
ZCTA5 49264,59159.00
ZCTA5 49265,45213.00
ZCTA5 49266,61328.00
ZCTA5 49267,56688.00
ZCTA5 49268,46870.00
ZCTA5 49269,62827.00
ZCTA5 49270,39234.00
ZCTA5 49271,52824.00
ZCTA5 49272,37098.00
ZCTA5 49274,47014.00
ZCTA5 49276,59250.00
ZCTA5 49277,60938.00
ZCTA5 49279,25263.00
ZCTA5 49282,56250.00
ZCTA5 49283,45786.00
ZCTA5 49284,56048.00
ZCTA5 49285,54578.00
ZCTA5 49286,68041.00
ZCTA5 49287,37083.00
ZCTA5 49288,31528.00
ZCTA5 49289,121980.00
ZCTA5 49301,78670.00
ZCTA5 49302,50048.00
ZCTA5 49303,22835.00
ZCTA5 49304,31953.00
ZCTA5 49305,69814.00
ZCTA5 49306,37929.00
ZCTA5 49307,29242.00
ZCTA5 49309,44453.00
ZCTA5 49310,30104.00
ZCTA5 49312,66325.00
ZCTA5 49315,80339.00
ZCTA5 49316,54141.00
ZCTA5 49318,56738.00
ZCTA5 49319,26250.00
ZCTA5 49320,49163.00
ZCTA5 49321,41083.00
ZCTA5 49322,69357.00
ZCTA5 49323,62750.00
ZCTA5 49325,53177.00
ZCTA5 49326,47423.00
ZCTA5 49327,50163.00
ZCTA5 49328,42500.00
ZCTA5 49329,47865.00
ZCTA5 49330,63695.00
ZCTA5 49331,45292.00
ZCTA5 49332,63213.00
ZCTA5 49333,40864.00
ZCTA5 49335,39252.00
ZCTA5 49336,41227.00
ZCTA5 49337,44729.00
ZCTA5 49338,54750.00
ZCTA5 49339,40789.00
ZCTA5 49340,77874.00
ZCTA5 49341,47519.00
ZCTA5 49342,51750.00
ZCTA5 49343,54684.00
ZCTA5 49344,55229.00
ZCTA5 49345,48477.00
ZCTA5 49346,40848.00
ZCTA5 49347,55744.00
ZCTA5 49348,37052.00
ZCTA5 49349,39000.00
ZCTA5 49401,37813.00
ZCTA5 49402,67500.00
ZCTA5 49403,56548.00
ZCTA5 49404,40682.00
ZCTA5 49405,49615.00
ZCTA5 49406,41675.00
ZCTA5 49408,34135.00
ZCTA5 49410,44107.00
ZCTA5 49411,48825.00
ZCTA5 49412,52973.00
ZCTA5 49415,56281.00
ZCTA5 49417,57934.00
ZCTA5 49418,64547.00
ZCTA5 49419,35064.00
ZCTA5 49420,40391.00
ZCTA5 49421,49164.00
ZCTA5 49423,56872.00
ZCTA5 49424,42961.00
ZCTA5 49425,71955.00
ZCTA5 49426,59487.00
ZCTA5 49428,42708.00
ZCTA5 49431,
ZCTA5 49434,65938.00
ZCTA5 49435,41250.00
ZCTA5 49436,49646.00
ZCTA5 49437,21019.00
ZCTA5 49440,43471.00
ZCTA5 49441,29601.00
ZCTA5 49442,33707.00
ZCTA5 49444,54740.00
ZCTA5 49445,54000.00
ZCTA5 49446,47188.00
ZCTA5 49448,67784.00
ZCTA5 46390,65634.00
ZCTA5 46391,62250.00
ZCTA5 46392,54063.00
ZCTA5 46393,49098.00
ZCTA5 46394,17102.00
ZCTA5 46402,32814.00
ZCTA5 46403,27034.00
ZCTA5 46404,37891.00
ZCTA5 46405,32418.00
ZCTA5 46406,18371.00
ZCTA5 46407,32648.00
ZCTA5 46408,29047.00
ZCTA5 46409,47892.00
ZCTA5 46410,47382.00
ZCTA5 46501,66331.00
ZCTA5 46502,41287.00
ZCTA5 46504,49896.00
ZCTA5 46506,54325.00
ZCTA5 46507,45000.00
ZCTA5 46508,64844.00
ZCTA5 46510,46736.00
ZCTA5 46511,46429.00
ZCTA5 46514,37331.00
ZCTA5 46516,41662.00
ZCTA5 46517,55750.00
ZCTA5 46524,48302.00
ZCTA5 46526,51638.00
ZCTA5 46528,90652.00
ZCTA5 46530,45536.00
ZCTA5 46531,54659.00
ZCTA5 46532,39081.00
ZCTA5 46534,42029.00
ZCTA5 46536,38333.00
ZCTA5 46537,52292.00
ZCTA5 46538,49773.00
ZCTA5 46539,56521.00
ZCTA5 46540,53170.00
ZCTA5 46542,64167.00
ZCTA5 46543,43918.00
ZCTA5 46544,34935.00
ZCTA5 46545,53608.00
ZCTA5 46550,55154.00
ZCTA5 46552,50076.00
ZCTA5 46553,46928.00
ZCTA5 46554,47500.00
ZCTA5 46555,26250.00
ZCTA5 46556,61961.00
ZCTA5 46561,51991.00
ZCTA5 46562,47959.00
ZCTA5 46563,50220.00
ZCTA5 46565,54507.00
ZCTA5 46567,46944.00
ZCTA5 46570,49649.00
ZCTA5 46571,55078.00
ZCTA5 46573,49646.00
ZCTA5 46574,49290.00
ZCTA5 46580,57139.00
ZCTA5 46582,51667.00
ZCTA5 46590,36250.00
ZCTA5 46595,16515.00
ZCTA5 46601,29250.00
ZCTA5 46613,47946.00
ZCTA5 46614,39747.00
ZCTA5 46615,35546.00
ZCTA5 46616,48348.00
ZCTA5 46617,36489.00
ZCTA5 46619,40561.00
ZCTA5 46628,51643.00
ZCTA5 46635,46760.00
ZCTA5 46637,48150.00
ZCTA5 46701,45417.00
ZCTA5 46702,46742.00
ZCTA5 46703,31010.00
ZCTA5 46704,46250.00
ZCTA5 46705,50812.00
ZCTA5 46706,58678.00
ZCTA5 46710,43168.00
ZCTA5 46711,45321.00
ZCTA5 46714,46129.00
ZCTA5 46721,57829.00
ZCTA5 46723,54288.00
ZCTA5 46725,41548.00
ZCTA5 46730,51445.00
ZCTA5 46731,44276.00
ZCTA5 46732,50349.00
ZCTA5 46733,53982.00
ZCTA5 46737,42820.00
ZCTA5 46738,42753.00
ZCTA5 46740,51711.00
ZCTA5 46741,52539.00
ZCTA5 46742,58210.00
ZCTA5 46743,65000.00
ZCTA5 46745,47371.00
ZCTA5 46746,43970.00
ZCTA5 46747,67258.00
ZCTA5 46748,46225.00
