Zipcode,MedianIncome
ZCTA5 30060,87302.00
ZCTA5 30062,75597.00
ZCTA5 30064,80409.00
ZCTA5 30066,49933.00
ZCTA5 30067,99036.00
ZCTA5 30068,34375.00
ZCTA5 30070,40729.00
ZCTA5 30071,54539.00
ZCTA5 30072,101744.00
ZCTA5 30075,69426.00
ZCTA5 30076,63288.00
ZCTA5 30078,32121.00
ZCTA5 30079,51697.00
ZCTA5 30080,70023.00
ZCTA5 30082,39335.00
ZCTA5 30083,54486.00
ZCTA5 30084,67420.00
ZCTA5 30087,46606.00
ZCTA5 30088,61683.00
ZCTA5 30092,34822.00
ZCTA5 30093,59841.00
ZCTA5 30094,49441.00
ZCTA5 30096,98663.00
ZCTA5 30097,74094.00
ZCTA5 30101,60625.00
ZCTA5 30102,46909.00
ZCTA5 30103,42188.00
ZCTA5 30104,61023.00
ZCTA5 30105,44120.00
ZCTA5 30106,65475.00
ZCTA5 30107,39832.00
ZCTA5 30108,46449.00
ZCTA5 30110,31799.00
ZCTA5 30113,60743.00
ZCTA5 30114,70383.00
ZCTA5 30115,49203.00
ZCTA5 30116,35593.00
ZCTA5 30117,
ZCTA5 30118,45619.00
ZCTA5 30120,45007.00
ZCTA5 30121,44843.00
ZCTA5 30122,40795.00
ZCTA5 30124,38812.00
ZCTA5 30125,66525.00
ZCTA5 30126,72406.00
ZCTA5 30127,63988.00
ZCTA5 30132,46357.00
ZCTA5 30134,61799.00
ZCTA5 30135,56750.00
ZCTA5 30137,34451.00
ZCTA5 30139,55819.00
ZCTA5 30141,52720.00
ZCTA5 30143,58492.00
ZCTA5 30144,61335.00
ZCTA5 30145,37522.00
ZCTA5 30147,41467.00
ZCTA5 30148,
ZCTA5 30149,75257.00
ZCTA5 30152,43327.00
ZCTA5 30153,60152.00
ZCTA5 30157,38671.00
ZCTA5 30161,
ZCTA5 30164,41844.00
ZCTA5 30165,36789.00
ZCTA5 30168,55938.00
ZCTA5 30170,63849.00
ZCTA5 30171,44942.00
ZCTA5 30173,45335.00
ZCTA5 30175,39605.00
ZCTA5 30176,34970.00
ZCTA5 30177,70595.00
ZCTA5 30178,47773.00
ZCTA5 30179,57444.00
ZCTA5 30180,40913.00
ZCTA5 30182,54519.00
ZCTA5 30183,63681.00
ZCTA5 30184,53396.00
ZCTA5 30185,67826.00
ZCTA5 30187,68727.00
ZCTA5 30188,77930.00
ZCTA5 30189,35338.00
ZCTA5 30204,79514.00
ZCTA5 30205,52824.00
ZCTA5 30206,51602.00
ZCTA5 30213,64070.00
ZCTA5 30214,89095.00
ZCTA5 30215,50670.00
ZCTA5 30216,39750.00
ZCTA5 30217,37841.00
ZCTA5 30218,46404.00
ZCTA5 30220,32028.00
ZCTA5 30222,34480.00
ZCTA5 30223,45773.00
ZCTA5 30224,54875.00
ZCTA5 30228,37796.00
ZCTA5 30230,47660.00
ZCTA5 30233,48083.00
ZCTA5 30234,41368.00
ZCTA5 30236,43344.00
ZCTA5 30238,45488.00
ZCTA5 30240,42745.00
ZCTA5 30241,67042.00
ZCTA5 30248,
ZCTA5 30250,35294.00
ZCTA5 30251,71716.00
ZCTA5 30252,57386.00
ZCTA5 30253,50972.00
ZCTA5 30256,50115.00
ZCTA5 30257,46563.00
ZCTA5 30258,54048.00
ZCTA5 30259,41632.00
ZCTA5 30260,48860.00
ZCTA5 30263,73449.00
ZCTA5 30265,50190.00
ZCTA5 30268,85836.00
ZCTA5 30269,46196.00
ZCTA5 30273,37634.00
ZCTA5 30274,
ZCTA5 30275,66062.00
ZCTA5 30276,74878.00
ZCTA5 30277,52666.00
ZCTA5 30281,67292.00
ZCTA5 30284,50781.00
ZCTA5 30285,33203.00
ZCTA5 30286,48347.00
ZCTA5 30288,26500.00
ZCTA5 30289,85383.00
ZCTA5 30290,35052.00
ZCTA5 30291,62500.00
ZCTA5 30292,39802.00
ZCTA5 30293,57944.00
ZCTA5 30294,39574.00
ZCTA5 30295,50371.00
ZCTA5 30296,30750.00
ZCTA5 30297,19224.00
ZCTA5 30303,90095.00
ZCTA5 30305,83903.00
ZCTA5 30306,79563.00
ZCTA5 30307,52424.00
ZCTA5 30308,71174.00
ZCTA5 30309,24664.00
ZCTA5 30310,26665.00
ZCTA5 30311,39653.00
ZCTA5 30312,39583.00
ZCTA5 30313,22900.00
ZCTA5 30314,21280.00
ZCTA5 30315,46977.00
ZCTA5 30316,53922.00
ZCTA5 30317,40236.00
ZCTA5 30318,84937.00
ZCTA5 30319,
ZCTA5 30322,60871.00
ZCTA5 30324,81498.00
ZCTA5 30326,147852.00
ZCTA5 30327,72852.00
ZCTA5 30328,45547.00
ZCTA5 30329,40847.00
ZCTA5 30331,
ZCTA5 30332,
ZCTA5 30334,37917.00
ZCTA5 30336,27862.00
ZCTA5 30337,86008.00
ZCTA5 30338,64624.00
ZCTA5 30339,40054.00
ZCTA5 30340,51927.00
ZCTA5 30341,65155.00
ZCTA5 30342,37324.00
ZCTA5 30344,65010.00
ZCTA5 30345,64615.00
ZCTA5 30346,43379.00
ZCTA5 30349,52178.00
ZCTA5 30350,26373.00
ZCTA5 30354,49291.00
ZCTA5 30360,70802.00
ZCTA5 30363,33064.00
ZCTA5 30401,42750.00
ZCTA5 30410,35078.00
ZCTA5 30411,68125.00
ZCTA5 30412,48036.00
ZCTA5 30413,40811.00
ZCTA5 30415,38011.00
ZCTA5 30417,29500.00
ZCTA5 30420,34076.00
ZCTA5 30421,50893.00
ZCTA5 30423,36875.00
ZCTA5 30425,27375.00
ZCTA5 30426,43143.00
ZCTA5 30427,24621.00
ZCTA5 30428,43654.00
ZCTA5 30429,24504.00
ZCTA5 30434,27882.00
ZCTA5 30436,55938.00
ZCTA5 30438,30649.00
ZCTA5 30439,37300.00
ZCTA5 30441,27403.00
ZCTA5 30442,30048.00
ZCTA5 30445,48750.00
ZCTA5 30446,51000.00
ZCTA5 30448,36750.00
ZCTA5 30449,32793.00
ZCTA5 30450,26250.00
ZCTA5 30451,36970.00
ZCTA5 30452,26331.00
ZCTA5 30453,38490.00
ZCTA5 30454,28958.00
ZCTA5 30455,46116.00
ZCTA5 30456,38613.00
ZCTA5 30457,27984.00
ZCTA5 30458,
ZCTA5 30460,54474.00
ZCTA5 30461,28438.00
ZCTA5 30464,33852.00
ZCTA5 30467,36771.00
ZCTA5 30470,28826.00
ZCTA5 30471,39125.00
ZCTA5 30473,31907.00
ZCTA5 30474,
ZCTA5 30475,21046.00
ZCTA5 30477,34574.00
ZCTA5 30501,41664.00
ZCTA5 30504,61978.00
ZCTA5 30506,43550.00
ZCTA5 30507,36343.00
ZCTA5 30510,43866.00
ZCTA5 30511,37471.00
ZCTA5 30512,31818.00
ZCTA5 30513,39375.00
ZCTA5 30516,71627.00
ZCTA5 30517,63889.00
ZCTA5 30518,71028.00
ZCTA5 30519,30846.00
ZCTA5 30520,35506.00
ZCTA5 30521,31806.00
ZCTA5 30522,44287.00
ZCTA5 30523,32974.00
ZCTA5 30525,64323.00
ZCTA5 30527,38453.00
ZCTA5 30528,40239.00
ZCTA5 30529,45625.00
ZCTA5 30530,35332.00
ZCTA5 30531,42327.00
ZCTA5 30533,53731.00
ZCTA5 30534,44914.00
ZCTA5 30535,40686.00
ZCTA5 30536,45313.00
ZCTA5 30537,42145.00
ZCTA5 30538,39340.00
ZCTA5 30540,52539.00
ZCTA5 30541,66354.00
ZCTA5 30542,48548.00
ZCTA5 30543,34333.00
ZCTA5 30545,37036.00
ZCTA5 30546,37500.00
ZCTA5 30547,78401.00
ZCTA5 30548,58813.00
ZCTA5 30549,27500.00
ZCTA5 30552,37031.00
ZCTA5 30553,49991.00
ZCTA5 30554,25875.00
ZCTA5 30555,42969.00
ZCTA5 30557,41353.00
ZCTA5 30558,42344.00
ZCTA5 30559,37377.00
ZCTA5 30560,20250.00
ZCTA5 30562,46332.00
ZCTA5 30563,65588.00
ZCTA5 30564,48533.00
ZCTA5 30565,48951.00
ZCTA5 30566,44306.00
ZCTA5 30567,42614.00
ZCTA5 30568,54351.00
ZCTA5 30571,35194.00
ZCTA5 34667,31620.00
ZCTA5 34668,42741.00
ZCTA5 34669,57885.00
ZCTA5 34677,22292.00
ZCTA5 34679,64602.00
ZCTA5 34681,62412.00
ZCTA5 34683,44158.00
ZCTA5 34684,74865.00
ZCTA5 34685,73581.00
ZCTA5 34688,42152.00
ZCTA5 34689,32388.00
ZCTA5 34690,36975.00
ZCTA5 34691,57186.00
ZCTA5 34695,47291.00
ZCTA5 34698,44896.00
ZCTA5 34705,60689.00
ZCTA5 34711,52597.00
ZCTA5 34714,56752.00
ZCTA5 34715,40545.00
ZCTA5 34731,54534.00
ZCTA5 34734,43665.00
ZCTA5 34736,62344.00
ZCTA5 34737,34313.00
ZCTA5 34739,32955.00
ZCTA5 34741,42408.00
ZCTA5 34743,46505.00
ZCTA5 34744,49577.00
ZCTA5 34746,64424.00
ZCTA5 34747,39537.00
ZCTA5 34748,39262.00
ZCTA5 34753,71827.00
ZCTA5 34756,40062.00
ZCTA5 34758,41392.00
ZCTA5 34759,52375.00
ZCTA5 34760,57459.00
ZCTA5 34761,53030.00
ZCTA5 34762,41330.00
ZCTA5 34769,61061.00
ZCTA5 34771,58036.00
ZCTA5 34772,46167.00
ZCTA5 34773,44615.00
ZCTA5 34785,94014.00
ZCTA5 34786,56569.00
ZCTA5 34787,39023.00
ZCTA5 34788,80172.00
ZCTA5 34797,36875.00
ZCTA5 34945,25065.00
ZCTA5 34946,22926.00
ZCTA5 34947,53582.00
ZCTA5 34949,17841.00
ZCTA5 34950,40447.00
ZCTA5 34951,40772.00
ZCTA5 34952,51619.00
ZCTA5 34953,36462.00
ZCTA5 34956,44872.00
ZCTA5 34957,33129.00
ZCTA5 34972,38284.00
ZCTA5 34974,45478.00
ZCTA5 34981,35310.00
ZCTA5 34982,46988.00
ZCTA5 34983,49390.00
ZCTA5 34984,53033.00
ZCTA5 34986,68631.00
ZCTA5 34987,76590.00
ZCTA5 34990,36282.00
ZCTA5 34994,48493.00
ZCTA5 34996,51661.00
ZCTA5 34997,62946.00
ZCTA5 35004,45117.00
ZCTA5 35005,49188.00
ZCTA5 35006,65243.00
ZCTA5 35007,33497.00
ZCTA5 35010,
ZCTA5 35013,32470.00
ZCTA5 35014,42030.00
ZCTA5 35016,42500.00
ZCTA5 35019,25708.00
ZCTA5 35020,60448.00
ZCTA5 35022,45928.00
ZCTA5 35023,33451.00
ZCTA5 35031,33750.00
ZCTA5 35032,44028.00
ZCTA5 35033,23910.00
ZCTA5 35034,60388.00
ZCTA5 35035,22917.00
ZCTA5 35036,60425.00
ZCTA5 35040,36723.00
ZCTA5 35042,83536.00
ZCTA5 35043,30975.00
ZCTA5 35044,40581.00
ZCTA5 35045,42682.00
ZCTA5 35046,40901.00
ZCTA5 35049,44534.00
ZCTA5 35051,
ZCTA5 35052,44238.00
ZCTA5 35053,45783.00
ZCTA5 35054,37032.00
ZCTA5 35055,43494.00
ZCTA5 35057,38677.00
ZCTA5 35058,43148.00
ZCTA5 35060,40264.00
ZCTA5 35061,48852.00
ZCTA5 35062,31655.00
ZCTA5 35063,34392.00
ZCTA5 35064,48387.00
ZCTA5 35068,17917.00
ZCTA5 35070,58715.00
ZCTA5 35071,28417.00
ZCTA5 35072,41696.00
ZCTA5 35073,
ZCTA5 35074,37419.00
ZCTA5 35077,37450.00
ZCTA5 35078,45595.00
ZCTA5 35079,82710.00
ZCTA5 35080,
ZCTA5 35082,35304.00
ZCTA5 35083,41131.00
ZCTA5 35085,38287.00
ZCTA5 35087,26583.00
ZCTA5 35089,78833.00
ZCTA5 35091,51819.00
ZCTA5 35094,50493.00
ZCTA5 35096,43750.00
ZCTA5 35097,29972.00
ZCTA5 35098,79740.00
ZCTA5 35111,57457.00
ZCTA5 35112,80938.00
ZCTA5 35114,39797.00
ZCTA5 35115,67670.00
ZCTA5 35116,67212.00
ZCTA5 35117,49728.00
ZCTA5 35118,
ZCTA5 35119,51350.00
ZCTA5 35120,44264.00
ZCTA5 35121,68870.00
ZCTA5 35124,36495.00
ZCTA5 35125,59151.00
ZCTA5 35126,64106.00
ZCTA5 35127,46769.00
ZCTA5 35128,40608.00
ZCTA5 35130,35139.00
ZCTA5 35131,51648.00
ZCTA5 35133,63553.00
ZCTA5 35135,32440.00
ZCTA5 35136,37656.00
ZCTA5 35139,42649.00
ZCTA5 35143,65673.00
ZCTA5 35146,81940.00
ZCTA5 35147,39958.00
ZCTA5 35148,18292.00
ZCTA5 35149,31281.00
ZCTA5 35150,42737.00
ZCTA5 35151,34075.00
ZCTA5 35160,44607.00
ZCTA5 35171,38692.00
ZCTA5 35172,76907.00
ZCTA5 35173,52074.00
ZCTA5 35175,33654.00
ZCTA5 35176,53420.00
ZCTA5 35178,42453.00
ZCTA5 35179,53003.00
ZCTA5 35180,45054.00
ZCTA5 35183,40185.00
ZCTA5 35184,29327.00
ZCTA5 31065,62772.00
ZCTA5 31066,41250.00
ZCTA5 31067,32560.00
ZCTA5 31068,53085.00
ZCTA5 31069,26364.00
ZCTA5 31070,31250.00
ZCTA5 31071,40365.00
ZCTA5 31072,42539.00
ZCTA5 31075,31167.00
ZCTA5 31076,34615.00
ZCTA5 31077,45278.00
ZCTA5 31078,33864.00
ZCTA5 31079,25877.00
ZCTA5 31081,30436.00
ZCTA5 31082,41667.00
ZCTA5 31083,2500.00
ZCTA5 31084,39650.00
ZCTA5 31085,24514.00
ZCTA5 31087,58539.00
ZCTA5 31088,32578.00
ZCTA5 31089,31481.00
ZCTA5 31090,24635.00
ZCTA5 31091,29059.00
ZCTA5 31092,33984.00
ZCTA5 31093,39087.00
ZCTA5 31094,36156.00
ZCTA5 31096,58077.00
ZCTA5 31097,53714.00
ZCTA5 31098,16844.00
ZCTA5 31201,26599.00
ZCTA5 31204,22318.00
ZCTA5 31206,
ZCTA5 31207,60140.00
ZCTA5 31210,38579.00
ZCTA5 31211,
ZCTA5 31213,60207.00
ZCTA5 31216,32892.00
ZCTA5 31217,55192.00
ZCTA5 31220,40806.00
ZCTA5 31301,60395.00
ZCTA5 31302,39922.00
ZCTA5 31303,
ZCTA5 31304,41017.00
ZCTA5 31305,37148.00
ZCTA5 31307,45370.00
ZCTA5 31308,44056.00
ZCTA5 31309,69682.00
ZCTA5 31312,45408.00
ZCTA5 31313,
ZCTA5 31314,35208.00
ZCTA5 31315,50092.00
ZCTA5 31316,112527.00
ZCTA5 31318,50435.00
ZCTA5 31320,47917.00
ZCTA5 31321,65958.00
ZCTA5 31322,44342.00
ZCTA5 31323,79520.00
ZCTA5 31324,68539.00
ZCTA5 31326,
ZCTA5 31327,55208.00
ZCTA5 31328,50844.00
ZCTA5 31329,47072.00
ZCTA5 31331,25313.00
ZCTA5 31401,31712.00
ZCTA5 31404,44098.00
ZCTA5 31405,44454.00
ZCTA5 31406,66766.00
ZCTA5 31407,30740.00
ZCTA5 31408,
ZCTA5 31409,69223.00
ZCTA5 31410,109614.00
ZCTA5 31411,24471.00
ZCTA5 31415,49746.00
ZCTA5 31419,32240.00
ZCTA5 31501,36759.00
ZCTA5 31503,38563.00
ZCTA5 31510,44110.00
ZCTA5 31512,38535.00
ZCTA5 31513,40588.00
ZCTA5 31516,38029.00
ZCTA5 31518,32469.00
ZCTA5 31519,27670.00
ZCTA5 31520,69069.00
ZCTA5 31522,62401.00
ZCTA5 31523,
ZCTA5 31524,44338.00
ZCTA5 31525,62244.00
ZCTA5 31527,31900.00
ZCTA5 31532,32216.00
ZCTA5 31533,40336.00
ZCTA5 31535,44132.00
ZCTA5 31537,36647.00
ZCTA5 31539,30446.00
ZCTA5 31542,47628.00
ZCTA5 31543,26375.00
ZCTA5 31544,36438.00
ZCTA5 31545,38521.00
ZCTA5 31546,45938.00
ZCTA5 31547,56404.00
ZCTA5 31548,20972.00
ZCTA5 31549,36293.00
ZCTA5 31550,47694.00
ZCTA5 31551,41350.00
ZCTA5 31552,32204.00
ZCTA5 31553,34967.00
ZCTA5 31554,44018.00
ZCTA5 31555,18750.00
ZCTA5 31556,40161.00
ZCTA5 31557,51025.00
ZCTA5 31558,38229.00
ZCTA5 31560,25625.00
ZCTA5 31561,29583.00
ZCTA5 31562,41513.00
ZCTA5 31563,49178.00
ZCTA5 31565,41228.00
ZCTA5 31566,28250.00
ZCTA5 31567,40714.00
ZCTA5 31568,52885.00
ZCTA5 31569,24629.00
ZCTA5 31601,36958.00
ZCTA5 31602,50533.00
ZCTA5 31605,41514.00
ZCTA5 31606,37078.00
ZCTA5 31620,35833.00
ZCTA5 31622,51250.00
ZCTA5 31623,39650.00
ZCTA5 31624,21280.00
ZCTA5 31625,37353.00
ZCTA5 31626,33750.00
ZCTA5 31627,30347.00
ZCTA5 31629,14323.00
ZCTA5 31630,36591.00
ZCTA5 31631,53812.00
ZCTA5 31632,30625.00
ZCTA5 31634,29661.00
ZCTA5 31635,46887.00
ZCTA5 31636,32218.00
ZCTA5 31637,24969.00
ZCTA5 31638,30940.00
ZCTA5 31639,45571.00
ZCTA5 31641,26859.00
ZCTA5 31642,31722.00
ZCTA5 31643,34148.00
ZCTA5 31645,33564.00
ZCTA5 31647,24524.00
ZCTA5 31648,40813.00
ZCTA5 31649,24745.00
ZCTA5 31650,
ZCTA5 31698,
ZCTA5 31699,20255.00
ZCTA5 31701,27266.00
ZCTA5 31705,34257.00
ZCTA5 31707,35090.00
ZCTA5 31709,32845.00
ZCTA5 31711,47566.00
ZCTA5 31712,27188.00
ZCTA5 31714,31500.00
ZCTA5 31716,32358.00
ZCTA5 31719,25329.00
ZCTA5 31720,60094.00
ZCTA5 31721,21458.00
ZCTA5 31722,31393.00
ZCTA5 31730,46813.00
ZCTA5 31733,45165.00
ZCTA5 31735,40324.00
ZCTA5 31738,30777.00
ZCTA5 31743,35590.00
ZCTA5 31744,19688.00
ZCTA5 31747,35441.00
ZCTA5 31749,32218.00
ZCTA5 31750,33500.00
ZCTA5 31756,44346.00
ZCTA5 31757,59925.00
ZCTA5 31763,37250.00
ZCTA5 31764,30524.00
ZCTA5 31765,30821.00
ZCTA5 31768,34138.00
ZCTA5 31771,34453.00
ZCTA5 31772,40735.00
ZCTA5 31773,29957.00
ZCTA5 31774,23245.00
ZCTA5 31775,36511.00
ZCTA5 31778,28435.00
ZCTA5 31779,28036.00
ZCTA5 31780,39509.00
ZCTA5 31781,36445.00
ZCTA5 31783,35729.00
ZCTA5 31784,30761.00
ZCTA5 31787,34577.00
ZCTA5 31788,33472.00
ZCTA5 31789,41417.00
ZCTA5 31790,39552.00
ZCTA5 31791,33628.00
ZCTA5 31792,51343.00
ZCTA5 31793,31296.00
ZCTA5 31794,47313.00
ZCTA5 31795,30000.00
ZCTA5 31796,51399.00
ZCTA5 31798,35455.00
ZCTA5 31801,36362.00
ZCTA5 31803,90847.00
ZCTA5 31804,34048.00
ZCTA5 31805,38835.00
ZCTA5 31806,76447.00
ZCTA5 31807,85543.00
ZCTA5 31808,20313.00
ZCTA5 31810,53403.00
ZCTA5 31811,17436.00
ZCTA5 31812,42688.00
ZCTA5 31814,31066.00
ZCTA5 31815,29950.00
ZCTA5 31816,101667.00
ZCTA5 31820,20909.00
ZCTA5 31821,48810.00
ZCTA5 31822,35179.00
ZCTA5 31823,31941.00
ZCTA5 31824,20172.00
ZCTA5 31825,41447.00
ZCTA5 31826,31212.00
ZCTA5 31827,102022.00
ZCTA5 31829,38780.00
ZCTA5 31830,56538.00
ZCTA5 31831,52455.00
ZCTA5 31832,35301.00
ZCTA5 31833,33125.00
ZCTA5 31836,15405.00
ZCTA5 31901,23067.00
ZCTA5 31903,44751.00
ZCTA5 31904,51438.00
ZCTA5 31905,35239.00
ZCTA5 31906,39454.00
ZCTA5 31907,55814.00
ZCTA5 31909,88672.00
ZCTA5 32003,33750.00
ZCTA5 32008,57183.00
ZCTA5 32009,55882.00
ZCTA5 32011,39773.00
ZCTA5 32024,40532.00
ZCTA5 32025,
ZCTA5 32026,46959.00
ZCTA5 32033,61446.00
ZCTA5 32034,41658.00
ZCTA5 32038,61080.00
ZCTA5 32040,56332.00
ZCTA5 32043,36944.00
ZCTA5 32044,46479.00
ZCTA5 32046,37024.00
ZCTA5 32052,36406.00
ZCTA5 32053,40664.00
ZCTA5 32054,37038.00
ZCTA5 32055,39750.00
ZCTA5 32058,41397.00
ZCTA5 32059,43364.00
ZCTA5 32060,66250.00
ZCTA5 32061,34754.00
ZCTA5 32062,45773.00
ZCTA5 32063,22018.00
ZCTA5 32064,63572.00
ZCTA5 32065,37330.00
ZCTA5 32066,54249.00
ZCTA5 32068,33056.00
ZCTA5 32071,52250.00
ZCTA5 32072,55642.00
ZCTA5 32073,33523.00
ZCTA5 32079,58413.00
ZCTA5 32080,85448.00
ZCTA5 32081,84810.00
ZCTA5 32082,42364.00
ZCTA5 32083,39550.00
ZCTA5 32084,52000.00
ZCTA5 32086,37472.00
ZCTA5 32087,38980.00
ZCTA5 32091,81503.00
ZCTA5 32092,43297.00
ZCTA5 32094,69429.00
ZCTA5 32095,27380.00
ZCTA5 32096,54403.00
ZCTA5 32097,30000.00
ZCTA5 32102,37500.00
ZCTA5 32110,30179.00
ZCTA5 32112,35244.00
ZCTA5 32113,24783.00
ZCTA5 32114,25744.00
ZCTA5 32117,37063.00
ZCTA5 32118,35342.00
ZCTA5 32119,48990.00
ZCTA5 32124,44810.00
ZCTA5 32127,62852.00
ZCTA5 32128,39940.00
ZCTA5 32129,47184.00
ZCTA5 32130,44561.00
ZCTA5 32131,42888.00
ZCTA5 32132,
ZCTA5 32133,37005.00
ZCTA5 32134,50476.00
ZCTA5 32136,51969.00
ZCTA5 32137,22005.00
ZCTA5 32139,47500.00
ZCTA5 32140,44352.00
ZCTA5 32141,43511.00
ZCTA5 32145,20147.00
ZCTA5 32147,28197.00
ZCTA5 32148,58203.00
ZCTA5 32157,42064.00
ZCTA5 32159,56780.00
ZCTA5 32162,46357.00
ZCTA5 32164,45613.00
ZCTA5 32168,57486.00
ZCTA5 32169,46926.00
ZCTA5 32174,42340.00
ZCTA5 32176,32937.00
ZCTA5 32177,31543.00
ZCTA5 32179,37061.00
ZCTA5 32180,27337.00
ZCTA5 32181,33519.00
ZCTA5 32187,33797.00
ZCTA5 32189,40781.00
ZCTA5 32190,31394.00
ZCTA5 32193,55560.00
ZCTA5 32195,14219.00
ZCTA5 32202,34417.00
ZCTA5 32204,41375.00
ZCTA5 32205,24087.00
ZCTA5 32206,38379.00
ZCTA5 32207,33339.00
ZCTA5 32208,21532.00
ZCTA5 32209,41942.00
ZCTA5 32210,37110.00
ZCTA5 32211,54091.00
ZCTA5 32212,47339.00
ZCTA5 32216,45010.00
ZCTA5 32217,47401.00
ZCTA5 32218,37408.00
ZCTA5 32219,51228.00
ZCTA5 32220,57071.00
ZCTA5 32221,62134.00
ZCTA5 32222,77391.00
ZCTA5 32223,59511.00
ZCTA5 32224,62405.00
ZCTA5 32225,72201.00
ZCTA5 32226,39875.00
ZCTA5 32227,
ZCTA5 32228,51785.00
ZCTA5 32233,48430.00
ZCTA5 32234,47313.00
ZCTA5 32244,51423.00
ZCTA5 32246,58353.00
ZCTA5 32250,26313.00
ZCTA5 32254,54666.00
ZCTA5 32256,52321.00
ZCTA5 32257,82879.00
ZCTA5 32258,99152.00
ZCTA5 32259,67386.00
ZCTA5 32266,42412.00
ZCTA5 32277,38912.00
ZCTA5 32301,44840.00
ZCTA5 32303,18154.00
ZCTA5 32304,35160.00
ZCTA5 32305,50191.00
ZCTA5 32308,81354.00
ZCTA5 32309,29230.00
ZCTA5 32310,64607.00
ZCTA5 32311,92360.00
ZCTA5 32312,90465.00
ZCTA5 32317,38415.00
ZCTA5 32320,38165.00
ZCTA5 32321,35186.00
ZCTA5 32322,21458.00
ZCTA5 32323,33365.00
ZCTA5 32324,55044.00
ZCTA5 32327,43871.00
ZCTA5 32328,29167.00
ZCTA5 32330,37868.00
ZCTA5 32331,32744.00
ZCTA5 32332,46682.00
ZCTA5 32333,44545.00
ZCTA5 32334,39537.00
ZCTA5 32336,31480.00
ZCTA5 32340,46995.00
ZCTA5 32343,42459.00
ZCTA5 32344,36989.00
ZCTA5 32346,38171.00
ZCTA5 32347,36771.00
ZCTA5 32348,32837.00
ZCTA5 32350,30797.00
ZCTA5 32351,40797.00
ZCTA5 32352,51719.00
ZCTA5 32355,24492.00
ZCTA5 32356,41904.00
ZCTA5 32358,33750.00
ZCTA5 32359,79500.00
ZCTA5 32361,
ZCTA5 32399,36006.00
ZCTA5 32401,54559.00
ZCTA5 32403,51116.00
ZCTA5 32404,41854.00
ZCTA5 32405,51152.00
ZCTA5 32407,49450.00
ZCTA5 32408,48419.00
ZCTA5 32409,53125.00
ZCTA5 32410,55177.00
ZCTA5 32413,31659.00
ZCTA5 32420,36042.00
ZCTA5 32421,54688.00
ZCTA5 32423,30582.00
ZCTA5 32424,35853.00
ZCTA5 32425,25139.00
ZCTA5 32426,36324.00
ZCTA5 32427,38010.00
ZCTA5 32428,39688.00
ZCTA5 32430,34010.00
ZCTA5 32431,
ZCTA5 32432,33706.00
ZCTA5 32433,29154.00
ZCTA5 32435,38771.00
ZCTA5 32437,39037.00
ZCTA5 32438,50355.00
ZCTA5 32439,35245.00
ZCTA5 32440,39152.00
ZCTA5 32442,40428.00
ZCTA5 32443,60503.00
ZCTA5 32444,33409.00
ZCTA5 32445,44655.00
ZCTA5 32446,
ZCTA5 32447,26628.00
ZCTA5 32448,37125.00
ZCTA5 32449,24935.00
ZCTA5 32455,41533.00
ZCTA5 32456,59745.00
ZCTA5 32459,34400.00
ZCTA5 32460,
ZCTA5 32461,40865.00
ZCTA5 32462,27500.00
ZCTA5 32463,41940.00
ZCTA5 32464,40587.00
ZCTA5 32465,44761.00
ZCTA5 32466,28915.00
ZCTA5 32501,35156.00
ZCTA5 32502,46432.00
ZCTA5 32503,46535.00
ZCTA5 32504,33725.00
ZCTA5 32505,42093.00
ZCTA5 32506,44845.00
ZCTA5 32507,49792.00
ZCTA5 32508,
ZCTA5 32509,
ZCTA5 32511,44353.00
ZCTA5 32514,52247.00
ZCTA5 32526,
ZCTA5 32530,59121.00
ZCTA5 32531,57146.00
ZCTA5 32533,46826.00
ZCTA5 32534,30161.00
ZCTA5 32535,58988.00
ZCTA5 32536,51550.00
ZCTA5 32539,66360.00
ZCTA5 32541,45278.00
ZCTA5 32542,32500.00
ZCTA5 32544,46385.00
ZCTA5 32547,50158.00
ZCTA5 32548,53886.00
ZCTA5 32550,86659.00
ZCTA5 32561,65295.00
ZCTA5 32563,36636.00
ZCTA5 32564,47127.00
ZCTA5 32565,66790.00
ZCTA5 32566,40516.00
ZCTA5 32567,49607.00
ZCTA5 32568,53514.00
ZCTA5 32569,47198.00
ZCTA5 32570,65621.00
ZCTA5 32571,56577.00
ZCTA5 32577,73139.00
ZCTA5 32578,60041.00
ZCTA5 32579,61571.00
ZCTA5 32580,50867.00
ZCTA5 32583,24106.00
ZCTA5 32601,18853.00
ZCTA5 32603,66444.00
ZCTA5 32605,54367.00
ZCTA5 32606,33843.00
ZCTA5 32607,40147.00
ZCTA5 32608,33218.00
ZCTA5 32609,
ZCTA5 32612,53967.00
ZCTA5 32615,30152.00
ZCTA5 32616,41210.00
ZCTA5 32617,44578.00
ZCTA5 32618,39278.00
ZCTA5 32619,28568.00
ZCTA5 32621,56406.00
ZCTA5 32622,45625.00
ZCTA5 32625,35177.00
ZCTA5 32626,42628.00
ZCTA5 32628,70543.00
ZCTA5 32631,
ZCTA5 32639,36140.00
ZCTA5 32640,26909.00
ZCTA5 32641,50269.00
ZCTA5 32643,35750.00
ZCTA5 32648,63607.00
ZCTA5 32653,45879.00
ZCTA5 32656,36875.00
ZCTA5 32658,38542.00
ZCTA5 32664,48007.00
ZCTA5 32666,43980.00
